,review_comment_message,review_creation_year,review_score,review_type
82167,conserva o liquido em otima temperatura e tem bonito acabamento.,2018,5,positive
82168,"Pendente muito bacana ! Bonito, muito bem feito ! Recomendo!",2017,5,positive
82172,Sou cliente e minhas compras sempre chegaram no prazo,2018,5,positive
82173,"Para melhorar tinha que trocar a forma de entrega, pois o correio prendeu minha mercadoria pra mais de 5 dias em duas de sua agencia.",2017,4,positive
82177,"entrega rápida, produto lindo!",2017,5,positive
82178,"Até agora não recebi meu produto, mais já comprei antes e chegou certinho... Espero receber meu produto em breve...",2017,3,neutral
82181,Bem foi presente e a pessoa gostou.,2017,4,positive
82182,"Deve ser, mas eu nao abri o pacote porque quero cancelar o produro desde o mês passado, mas tá difícil!",2017,1,negative
82184,Amei recebi antes da data marcada linda a bolsa !!!!,2017,5,positive
82185,Excelente o atendimento.,2017,5,positive
82188,"Com exceção do preço do produto e do frete, foi satisfatório o atendimento.",2017,4,positive
82192,"O produto é bom,tem qualidade e a entrega foi rápida. ",2018,4,positive
82196,Tudo ok.,2017,3,neutral
82198,Produto Bom! Esperava uma qualidade um pouco melhor!,2018,3,neutral
82201," BOA NOITE, MINHA ENCOMENDA VEIO FALTANDO A PELICULA DE VIDRO,SÓ A CAPA CARTEIRA QUE CHEGOU.",2018,3,neutral
82203,"Gosto muito de comprar nas lojas americana São muito pontual e a entrega rápida.
",2018,5,positive
82204,Gostei muito.,2017,5,positive
82207,Ótimo ,2018,5,positive
82208,"Entrega rápida,meu filho gostou do produto.",2017,5,positive
82210,Ótimo produto,2018,4,positive
82211,"Nas duas últimas compras fiquei satisfeito.
Eu havia ficado anos sem comprar nas lannister porque havia sido atendido muito mal um uma compra de livro. Agora sei que posso voltar a confiar.",2017,5,positive
82214,Parabéns!!!,2017,5,positive
82215,"O produto chegou sem problemas. Mas, eu comprei 4 toner da mesma loja, e eles chegaram um por um... teria sido mais prático se eles tivessem chegado juntos. Foi uma sorte estar em casa todas as vezes",2018,4,positive
82217,"Recebi ate agora só um item, e são dois... ",2018,1,negative
82218,Vendedor entregou o produto antes do prazo. Recomendo.,2018,5,positive
82219,Recebi o Diario do Bebê c um pequeno rasgo na contra capa e varias paginas amassadas. Gostaria de troca-lo. Obrigada. Andreia,2018,3,neutral
82220,produto bom e bacana,2018,5,positive
82223,Entrega no prazo ,2018,5,positive
82224,Tudo como esperado! Obg,2018,5,positive
82225,Só a cor que queria lilás e veio rosa.,2018,5,positive
82228,não me entregaram o produto ,2018,1,negative
82232,"O produto foi entregue dentro do prazo e de acordo com a compra; avaliei como bom devido o tamanho, porem considerando os preços de aparelhos semelhantes é excelente.",2018,4,positive
82240,"Nas tem zíper pra tirar lavar....chegaram bem sujas ,caixa rasgada...
",2018,1,negative
82243,Produto ótimo. Entrega rapida.,2018,5,positive
82247,otimo vendedor,2017,5,positive
82251,O produto chegou antes do prazo muito satisfeito parabens !!!,2017,5,positive
82255,Chegou antes do prazo. Ainda não testei. Mas aparenta estar tudo ok.,2017,5,positive
82256,"Produto ótimo, entrega super rápida",2017,5,positive
82258,Tive que buscar nos correios . Bom produto .,2018,4,positive
82264,entregue antes do prazo.. e produto de qualidade,2017,4,positive
82265,"Produto lindo e muito bom, ótima qualidade",2018,5,positive
82268,Recebi um cortador de salada ao invés das gaiolas,2017,1,negative
82270,"O relógio é menor do que eu esperava, mas desperta alto do jeitinho que eu precisava, só consigo acordar com ele. Chegou antes do prazo, que era de 1 mês. Ele demorou uns 10 dias para chegar. ",2018,4,positive
82272,Ótimo,2018,5,positive
82274,"Relógio lindo, entregue antes do prazo, valeu a pena!",2017,5,positive
82275,"Excelente produto, vou comprar mais.",2018,5,positive
82278,Mercadoria já passou o prazo de entrega.,2018,1,negative
82279,...,2018,3,neutral
82282,produto de qualidade e preço muito interessante. Recomendo,2018,5,positive
82285,"Essa tesoura deve estar sendo fabricada até agora, pq a previsão de entrega era 15/3 (já era um prazo longo, comparado c/o de outro produto adquirido no mesmo dia). Hj, 19/3, nada.",2018,1,negative
82291,Lindo! Porém as toalhas são muito finas. ,2017,4,positive
82294,Adorei! Recebi antes do prazo!,2018,5,positive
82296,Só não dou 5 estrelas porque ainda não recebi o outro produto q comprei.,2017,3,neutral
82297,Chegou antes do prazo e em perfeitas condições. Muito bem embalado.,2017,5,positive
82298,"A entrega foi feita corretamente, dentro do prazo estimado, porem o poduto é de baixíssima qualidade. Nao vale a pena!",2018,1,negative
82299,faltou porta documento,2018,5,positive
82301,"Produto bom
Entrega rápida",2017,5,positive
82303,NSO CHEGOU AINDA,2017,3,neutral
82308,muito bom para se adquirir produto,2018,5,positive
82310,"Só não vou dar 5 estrelas pq pecaram no acabamento do símbolo do infinito...de maneira grotesca!!!
Sobrando rebarbas...",2017,4,positive
82314,"confiavel,varidade e preço justo.",2017,5,positive
82319,"POis o material parece não ter muita durabilidade, e cor é mais escura do que a imagem de ilustração!",2017,1,negative
82322,Só atrasou por causa dos correios,2018,4,positive
82324,Nota não tenho pra da quero meu produto,2018,1,negative
82329,"O relógio, (presente do dia das crianças pra minha filha) Não funciona!!!!!",2017,1,negative
82331,Meu filho gosto ,2017,5,positive
82332,Bom. Entrega demorada.,2018,5,positive
82338,Veio apenas o jogo. A capa não veio.,2017,3,neutral
82344,uma das poltronas faltando os 04 pés palito,2018,1,negative
82345,"Produto incrível, veio bem lacrado, meu filho amou. Chegou bem antes do prazo. Muito satisfeita com as Lojas lannister e a Loja parceira targaryen, estão de parabéns!",2017,5,positive
82346,"A loja está optando por um meio de transporte sabidamente com problemas estruturais, sem compromisso com os clientes.",2018,1,negative
82347,Até hoje não recebi minha mercadoria.,2018,1,negative
82349,Fui muito bem atendida!,2017,5,positive
82350,Exelente,2017,5,positive
82352,produto excelente. ,2018,5,positive
82354,"Não recomendo pois, ao invés de entregarem o produto que comprei, me entregaram outro.",2018,1,negative
82356,Produto muito bom! atendeu minhas expectativas. Chegou bem antes do prazo informado no ato da compra. Recomendo!,2018,5,positive
82357,"Compro sempre e recomendo a todos, mercadoria chega antes do prazo, produto de primeira,",2017,5,positive
82362,"produto ótimo entregue antes do prazo, agora é só esperar o friozinho do sul passar pra testar no meu banheiro",2018,5,positive
82363,Embora foi entregue no prazo (um dia depois)seria bom que a entrega fosse mais rapida e que acompanhace uma folha com a lista para que o produto serve. Obrigado ,2018,4,positive
82369,Ótimo produto. O produto chegou intacto. Recomendo esta loja.,2018,5,positive
82370,Veio amassado o podruto,2018,3,neutral
82372,"Efetuei a compra, aonde vinham dois fracos do produto. De fato entregaram o pacote e assinei como recebido, porém veio somente um frasco. E o outro? Verdadeiro descaso com o consumidor",2018,1,negative
82374,"apenas não achei errado pois no site informava q funcionava com pressão, e pessoalmente não é bem assim, a barra precisa ser fixada de forma firme.",2018,4,positive
82376,A targaryen NÃO ENTREGA NO PRAZO PREVISTO.,2017,1,negative
82378,"ótimo produto da forma que esperávamos, boa qualidade, vendedor rápido muito bom",2017,5,positive
82379,"foi otimo ser atendida por vcs ,veio no prazo certo e é um otimo produto muito obrigado",2017,5,positive
82381,"Após transtornos com a primeira compra recebi um vale da loja para que outra compra fosse realizada com o valor, porém, no segundo pedido com o valor do vale houve um problema no pagamento ",2017,1,negative
82391,entrega rápida,2018,5,positive
82392,5 estrelas sempre foi,2018,5,positive
82397,"Prazo de entrega para o dia 22/08, porém ate o momento não me entregaram o produto",2018,1,negative
82399,Estou aguardando,2018,2,negative
82400,Uma das melhores lojas da internet,2018,5,positive
82402,excelente. ,2017,5,positive
82404,Produdo atende a necessidade e entrega rápida,2018,4,positive
82405,"Todas às vezes que comprei nas lannister, fiquei satisfeita",2017,4,positive
82406,"Comprei no dia 28/11 e até hoje dia 20/12, não recebi o produto. O prazo de entrega se encerrou no dia 19/12. Lembrando que é um presente de Natal. Continuo no aguardo.",2017,1,negative
82407,Estou esperando uma resposta da empresa há dias a respeito do atraso do meu produto!,2017,1,negative
82411,bom,2017,4,positive
82413,Ótimo com tinua assim que vai ter cliente por muito tempo ,2018,5,positive
82414,..,2018,4,positive
82419,"Produto perfeito, exatamente como o descrito.",2018,5,positive
82421,"Ocorreu tudo conforme o esperado.
",2018,4,positive
82422,"Recebi antes do prazo, ótima experiência!",2018,5,positive
82423,recebi bem antes,2018,5,positive
82426,Ocorreu tudo certo produto muito bom e entregue no prazo,2018,5,positive
82427,"O produto chegou certo, e no prazo. Recomendo!",2018,5,positive
82428,Recebi somente parte do material. Como soluciono esse problema?,2018,1,negative
82429,A lixeira serve só pra por contonete e algodão sujo muito pequeno ,2018,3,neutral
82432,ÓTIMO PRODUTO RECOMENDO .....,2018,5,positive
82433,Tudo certo! ,2018,5,positive
82435,"O produto chegou no prazo...
obrigado",2017,3,neutral
82440,Produto conforme anunciado e entrega rápida.,2018,5,positive
82441,A Loja não se responsabiliza pela transferência da compra. Não vale a pena.,2018,1,negative
82446,Chegou tudo certinho. Pode comprar sem medo.,2017,5,positive
82450,"produto de péssima qualidade. antes mesmo de utilizar o skate já estava descolando o adesivo. os protetores descosturados com facilidade. Nao gostei e nao recomendo este produto, ",2017,2,negative
82451,"Apesar dá demora na entrega, recomendo sim. Tem cheiro maravilhoso. Agora é só aguardar o resultado. Obrigado",2017,5,positive
82453,"como era para ser entregue até o dia 26/02, estão dentro do prazo, só recebi 01 produto dos 2 que adquiri.",2018,5,positive
82454,vendedor excelente recomendo a todos e o produto e cumpre o que promete amei,2017,5,positive
82455,Cumpriu com o esperado ,2017,5,positive
82457,Recomendo ,2018,5,positive
82458,Gostei,2018,4,positive
82464,"Produto top , veio no prazo ",2017,5,positive
82465,Tudo em ordem.,2017,5,positive
82466,parabens pelo site facil e entrega no prazo ,2018,5,positive
82469,"Relógio falso, difícil de acreditar que as Lojas lannister compartilha dessa picaretagem",2018,1,negative
82470,OTIMO PRODUTO,2017,5,positive
82472,Bom dia só um problema recebi o produto aberto só não sei si veio faltando alguma coisa acho que faltou alguns anzol etc ,2017,5,positive
82473,"o produto falha muito, cai direto e as vezes nao funciona e nao reseta!",2017,2,negative
82474,Comora segura e agil,2017,5,positive
82476,Não enviaram Nota Fiscal e atrasaram um pouco a entrega,2018,2,negative
82480,Empresa embalagem muito boa ,2017,5,positive
82482,Boa compra . ............................................................................................,2018,4,positive
82484,Original. Muito bom ,2018,5,positive
82486,Entrega chegou antes do prazo,2018,5,positive
82487,"Porém o produto chegou com cor divergente, comprei uma vermelha mais chegou verde, muito boa a qualidade do produto porém não gostei da cor até mesmo pq meus ontem a de cozinha São todos vermelhos.",2018,5,positive
82488,"Comprei 3 cabos RCA + 1 suporte de celular.
Só me foi entregue 1 cabo RCA.",2018,2,negative
82495,TUDO PERFEITO!,2018,5,positive
82497,Muito tempo para entrega. Embalagem horrível. O produto chegou sujo.,2017,2,negative
82498,"O produto chegou no prazo, e tem boa qualidade. O único problema foi nos correios.",2017,4,positive
82501,Qualidade das bolsas muito boa. Fabricação nacional.,2018,5,positive
82503,Chegou bem antes do esperado! ,2018,5,positive
82505,otima compra,2017,5,positive
82508,"bom preço, entrega rápida, tudo certo",2018,5,positive
82509,Na foto o produto e um e Na hora que o produto chegou e totalmente diferente .,2018,1,negative
82510,"Produto entregue perfeitamente, loja ligou confirmando dados e avisou que estava enviando o produto, tudo bem embaladinho. ",2018,5,positive
82515,recomendo,2017,5,positive
82516,"Produto entregue correto, de aparencia fiel à imagem mostrada no site; entrega rápida e dentro do prazo.",2017,5,positive
82517,A loja demora muito tempo para gerar a nota e enviar. E mais ainda para fazer o extorno. Efetuei o cancelamento o praduto ainda estava na loja. Poderia ter ficado lá mesmo e ja teria resolvido tudo. ,2018,1,negative
82519,Excelente! ,2017,5,positive
82522,"Achei que demorou um pouco a entrega mas tudo bem, pelo menos a chaleira é linda dorei.",2018,4,positive
82526,O produto não era bem o que eu esperava. Nas fotos parecia ser maior. Sem contar que caiu um detalhe da testeira do cabideiro na hora que tirei da caixa. Realmente o produto não vale o que custou.,2018,1,negative
82527,Perfeito,2018,4,positive
82530,Produtos tem cara de falsificado. Não igual aos que tenho importados. Mais é cheiroso. ,2017,3,neutral
82534,Entrega realizada dentro do prazo,2018,4,positive
82540,"Segundo produto no mesmo mês que nao recebo, com certeza não comprarei mais nas lannister, minha ultima compra foi essa.",2017,1,negative
82541,Adorei meu porta chaves ,2018,5,positive
82542,"Adorei o produto, a entrega foi rápida, bem antes do prazo, super recomendo!",2018,5,positive
82545,Super rápida a entrega. Produto bem embalado.,2017,5,positive
82547,Muito boa,2018,5,positive
82549,"comprei a mercadoria mais a mesma veio sem N.Fiscal, sem Manual de Montagem, braço veio lascado, o tampão da mesa todo marcado com riscos e algumas madeiras com sinal de mofo, Solicitei a devolução",2017,3,neutral
82556,Nada a declarar,2017,4,positive
82564,"Vendedor correto e rápido. Envio perfeito e no prazo. Parabéns, recomendado.",2017,5,positive
